iter	Passed	Remaining
494	2565	2616
495	2567	2608
496	2568	2599
497	2572	2592
498	2573	2584
499	2575	2575
500	2578	2568
501	2581	2560
502	2583	2552
503	2586	2545
504	2589	2537
505	2592	2531
506	2595	2523
507	2598	2516
508	2599	2508
509	2601	2499
510	2603	2491
511	2606	2483
512	2607	2475
513	2609	2467
514	2610	2458
515	2613	2451
516	2615	2443
517	2617	2435
518	2619	2427
519	2621	2419
520	2623	2411
521	2625	2403
522	2628	2397
523	2630	2389
524	2636	2385
525	2639	2378
526	2641	2370
527	2643	2362
528	2645	2355
529	2649	2349
530	2650	2341
531	2652	2333
532	2654	2325
533	2656	2318
534	2664	2315
535	2676	2316
536	2684	2314
537	2687	2307
538	2689	2300
539	2691	2292
540	2695	2286
541	2698	2280
542	2704	2275
543	2724	2284
544	2727	2276
545	2729	2269
546	2748	2276
547	2761	2277
548	2767	2273
549	2769	2266
550	2775	2261
551	2779	2255
552	2780	2247
553	2782	2240
554	2784	2232
555	2785	2224
556	2788	2217
557	2791	2210
558	2794	2204
559	2796	2197
560	2798	2189
561	2799	2182
562	2801	2174
563	2803	2167
564	2805	2159
565	2806	2152
566	2810	2146
567	2811	2138
568	2813	2131
569	2815	2124
570	2817	2116
571	2819	2109
572	2820	2101
573	2823	2095
574	2825	2088
575	2827	2080
576	2828	2073
577	2831	2067
578	2833	2060
579	2834	2052
580	2836	2045
581	2839	2039
582	2841	2032
583	2843	2025
584	2845	2018
585	2846	2011
586	2848	2004
587	2850	1996
588	2851	1989
589	2854	1983
590	2856	1976
591	2858	1969
592	2860	1963
593	2862	1956
594	2863	1949
595	2865	1942
596	2868	1936
597	2870	1929
598	2871	1922
599	2873	1915
600	2875	1908
601	2876	1901
602	2878	1895
603	2879	1888
604	2881	1881
605	2884	1875
606	2886	1868
607	2887	1861
608	2889	1855
609	2891	1848
610	2892	1841
611	2894	1835
612	2897	1829
613	2899	1822
614	2901	1816
615	2902	1809
616	2904	1803
617	2906	1796
618	2908	1790
619	2910	1783
620	2913	1778
621	2915	1771
622	2917	1765
623	2919	1759
624	2921	1753
625	2923	1746
626	2925	1740
627	2928	1734
628	2930	1728
629	2932	1722
630	2933	1715
631	2935	1709
632	2937	1702
633	2938	1696
634	2943	1691
635	2945	1685
636	2948	1679
637	2950	1673
638	2951	1667
639	2953	1661
640	2955	1655
641	2960	1650
642	2961	1644
643	2963	1638
644	2965	1632
645	2966	1625
646	2969	1619
647	2970	1613
648	2974	1608
649	2975	1602
650	2977	1596
651	2979	1590
652	2980	1583
653	2983	1578
654	2986	1572
655	2989	1567
656	2991	1561
657	2992	1555
658	2994	1549
659	2996	1543
660	2998	1537
661	2999	1531
662	3001	1525
663	3004	1520
664	3005	1514
665	3007	1508
666	3008	1502
667	3010	1496
668	3012	1490
669	3014	1484
670	3015	1478
671	3019	1473
672	3020	1467
673	3022	1462
674	3025	1456
675	3027	1450
676	3028	1445
677	3031	1439
678	3034	1434
679	3035	1428
680	3037	1422
681	3039	1417
682	3041	1411
683	3042	1405
684	3044	1400
685	3048	1395
686	3049	1389
687	3051	1383
688	3052	1378
689	3054	1372
690	3056	1366
691	3058	1361
692	3059	1355
693	3062	1350
694	3064	1344
695	3066	1339
696	3068	1333
697	3070	1328
698	3072	1322
699	3073	1317
700	3075	1311
701	3078	1306
702	3080	1301
703	3082	1296
704	3084	1290
705	3086	1285
706	3088	1279
707	3089	1274
708	3092	1269
709	3094	1263
710	3096	1258
711	3098	1253
712	3100	1248
713	3102	1242
714	3104	1237
715	3108	1232
716	3110	1227
717	3112	1222
718	3113	1217
719	3115	1211
720	3117	1206
721	3118	1200
722	3120	1195
723	3123	1190
724	3125	1185
725	3127	1180
726	3128	1174
727	3130	1169
728	3132	1164
729	3134	1159
730	3135	1153
731	3139	1149
732	3140	1144
733	3142	1138
734	3144	1133
735	3145	1128
736	3147	1123
737	3149	1118
738	3152	1113
739	3154	1108
740	3156	1103
741	3158	1098
742	3160	1093
743	3162	1088
744	3163	1082
745	3167	1078
746	3169	1073
747	3171	1068
748	3173	1063
749	3174	1058
750	3176	1053
751	3178	1048
752	3180	1043
753	3183	1038
754	3185	1033
755	3187	1028
756	3188	1023
757	3190	1018
758	3192	1013
759	3194	1008
760	3195	1003
761	3198	998
762	3200	994
763	3201	989
764	3203	984
765	3205	979
766	3206	974
767	3208	969
768	3211	964
769	3213	959
770	3214	954
771	3216	950
772	3218	945
773	3220	940
774	3222	935
775	3224	930
776	3227	926
777	3229	921
778	3230	916
779	3232	911
780	3234	906
781	3235	902
782	3237	897
783	3239	892
784	3242	888
785	3244	883
786	3245	878
787	3247	873
788	3249	869
789	3251	864
790	3252	859
791	3254	854
792	3257	850
793	3259	845
794	3260	840
795	3262	836
796	3264	831
797	3266	826
798	3268	822
799	3271	817
800	3273	813
801	3275	808
802	3277	804
803	3280	799
804	3282	795
805	3284	790
806	3287	786
807	3289	781
808	3290	776
809	3293	772
810	3294	767
811	3296	763
812	3298	758
813	3299	754
814	3302	749
815	3304	745
816	3306	740
817	3308	736
818	3310	731
819	3312	727
820	3314	722
821	3318	718
822	3320	714
823	3321	709
824	3323	704
825	3325	700
826	3326	695
827	3328	691
828	3330	686
829	3333	682
830	3334	678
831	3336	673
832	3338	669
833	3340	664
834	3342	660
835	3343	655
836	3347	651
837	3349	647
838	3350	643
839	3352	638
840	3354	634
841	3355	629
842	3357	625
843	3359	620
844	3362	616
845	3364	612
846	3365	608
847	3367	603
848	3369	599
849	3370	594
850	3372	590
851	3376	586
852	3379	582
853	3380	577
854	3382	573
855	3384	569
856	3386	565
857	3388	560
858	3389	556
859	3392	552
860	3394	548
861	3396	543
862	3397	539
863	3399	535
864	3401	530
865	3403	526
866	3404	522
867	3407	518
868	3409	513
869	3411	509
870	3412	505
871	3414	501
872	3416	497
873	3418	492
874	3420	488
875	3422	484
876	3424	480
877	3426	476
878	3427	471
879	3430	467
880	3432	463
881	3434	459
882	3437	455
883	3438	451
884	3440	447
885	3442	442
886	3444	438
887	3446	434
888	3447	430
889	3449	426
890	3451	422
891	3453	418
892	3455	414
893	3456	409
894	3458	405
895	3460	401
896	3461	397
897	3463	393
898	3466	389
899	3469	385
900	3472	381
901	3474	377
902	3475	373
903	3477	369
904	3481	365
905	3482	361
906	3484	357
907	3486	353
908	3488	349
909	3489	345
910	3491	341
911	3494	337
912	3496	333
913	3498	329
914	3500	325
915	3502	321
916	3504	317
917	3506	313
918	3509	309
919	3516	305
920	3536	303
921	3544	299
922	3546	295
923	3548	291
924	3554	288
925	3577	285
926	3584	282
927	3587	278
928	3589	274
929	3605	271
930	3608	267
931	3610	263
932	3617	259
933	3629	256
934	3632	252
935	3639	248
936	3643	244
937	3664	242
938	3668	238
939	3671	234
940	3674	230
941	3675	226
942	3677	222
943	3679	218
944	3681	214
945	3682	210
946	3684	206
947	3686	202
948	3689	198
949	3691	194
950	3693	190
951	3694	186
952	3696	182
953	3698	178
954	3699	174
955	3701	170
956	3704	166
957	3706	162
958	3707	158
959	3709	154
960	3711	150
961	3713	146
962	3715	142
963	3719	138
964	3721	134
965	3723	131
966	3725	127
967	3726	123
968	3728	119
969	3730	115
970	3732	111
971	3735	107
972	3736	103
973	3738	99
974	3740	95
975	3742	92
976	3743	88
977	3746	84
978	3749	80
979	3751	76
980	3753	72
981	3754	68
982	3756	64
983	3758	61
984	3759	57
985	3761	53
986	3764	49
987	3766	45
988	3768	41
989	3770	38
990	3772	34
991	3774	30
992	3776	26
993	3779	22
994	3781	19
995	3782	15
996	3784	11
997	3786	7
998	3788	3
999	3790	0
